alias,cluster_index,cluster_name
Scheffersomyces stipitis (Pichia stipitis),11,Microbial & Algal Bioprocessing
Glucose residue,10,Biorefinery Feedstocks & Biomass Processing
4-Xylanase,0,Industrial Enzymes & Fungal Bioprocessing
Alkaline peroxide,14,Agricultural Residues & Biomass Valorization
Inclusion body,12,Microbial Genetics & Synthetic Biology
Bromine (Br2),7,Heterogeneous Catalysis & Materials
Glycerol-3-phosphate dehydrogenase 1 (GPD1),22,Genetic Engineering Tools & Expression Systems
Xylanolytic regulator (XlnR),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Acetyltransferase,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Glycoside hydrolase family 16 (GH16),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Triolein,11,Microbial & Algal Bioprocessing
Thiosulfate,25,Microbial Community Analysis & Metagenomics
C-terminus,3,Protein Structure & Cell Biology
N-terminus,22,Genetic Engineering Tools & Expression Systems
Staphylococcus aureus (bacterium),29,Photosynthetic Pigments & Plant/Algal Physiology
Recombinant Escherichia coli,12,Microbial Genetics & Synthetic Biology
Glucokinase,22,Genetic Engineering Tools & Expression Systems
Pigment–protein complex,8,Photosynthesis & Light-Harvesting
Heat shock protein 70 (HSP70),6,Eukaryotic Cell Biology & Organelles
Epithelial cell,16,Marine & Algal Natural Products
Microsome,19,Lipid Metabolism & Fatty Acid Synthesis
Microtubule,6,Eukaryotic Cell Biology & Organelles
Tubulin,6,Eukaryotic Cell Biology & Organelles
Chromosomal integration,12,Microbial Genetics & Synthetic Biology
Glycerin,10,Biorefinery Feedstocks & Biomass Processing
Fas-associated death domain protein (FADD),3,Protein Structure & Cell Biology
Trifluoromethanesulfonate (TFS),2,Genomics & Genetic Engineering
Cow,14,Agricultural Residues & Biomass Valorization
Cow manure,14,Agricultural Residues & Biomass Valorization
Pig manure,14,Agricultural Residues & Biomass Valorization
Aspartate (C4H7NO4),22,Genetic Engineering Tools & Expression Systems
Rhizopus (fungus),0,Industrial Enzymes & Fungal Bioprocessing
Pyruvate carboxylase (PC),27,Metabolic Engineering & Synthetic Biology
Dehydrogenase phosphate (DHP),10,Biorefinery Feedstocks & Biomass Processing
Lipase B,11,Microbial & Algal Bioprocessing
Galactose permease (GalP),22,Genetic Engineering Tools & Expression Systems
Coding gene,2,Genomics & Genetic Engineering
Ornithine,27,Metabolic Engineering & Synthetic Biology
Putrescine,27,Metabolic Engineering & Synthetic Biology
Triacetin (Glycerol triacetate),11,Microbial & Algal Bioprocessing
Gene coding,22,Genetic Engineering Tools & Expression Systems
Tributyrin (C15H26O6),0,Industrial Enzymes & Fungal Bioprocessing
Porphyridium purpureum (red alga),11,Microbial & Algal Bioprocessing
Exoglucanase,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Daughter cell,2,Genomics & Genetic Engineering
3-Hydroxypropionic acid (3-HP),27,Metabolic Engineering & Synthetic Biology
Enoyl-CoA hydratase,9,Metabolic Enzymes & Cofactors
Propionyl-CoA,27,Metabolic Engineering & Synthetic Biology
Phosphotungstic acid (PTA),13,Industrial Chemistry & Chemical Engineering
Hydrolysis product,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Candida boidinii (yeast),27,Metabolic Engineering & Synthetic Biology
Invertase,11,Microbial & Algal Bioprocessing
Polymerase chain reaction (PCR),12,Microbial Genetics & Synthetic Biology
Glyceraldehyde 3-phosphate (G3P),22,Genetic Engineering Tools & Expression Systems
Oligomer,13,Industrial Chemistry & Chemical Engineering
Feruloyl esterase,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Tannase (enzyme),0,Industrial Enzymes & Fungal Bioprocessing
Endophytic fungus,11,Microbial & Algal Bioprocessing
BTE (biotechnological enzyme),23,Environmental Engineering & Waste Management
Protein kinase,2,Genomics & Genetic Engineering
Conserved region,2,Genomics & Genetic Engineering
"Thiamine (Vitamin B1, C12H17N4OS)",27,Metabolic Engineering & Synthetic Biology
Myo-inositol,27,Metabolic Engineering & Synthetic Biology
N-terminal region,24,Genetic Elements & Regulatory Sequences
Pennisetum purpureum (Napier grass),23,Environmental Engineering & Waste Management
Aspartate aminotransferase (AST),22,Genetic Engineering Tools & Expression Systems
Caco-2 cell,15,Animal & Human Cell Models
Tris(hydroxymethyl)aminomethane (Tris),24,Genetic Elements & Regulatory Sequences
Oligonucleotide,22,Genetic Engineering Tools & Expression Systems
Sodium citrate,11,Microbial & Algal Bioprocessing
Horseradish peroxidase (HRP),11,Microbial & Algal Bioprocessing
Unsaturated fatty acid,11,Microbial & Algal Bioprocessing
Unsaturated fatty acid,29,Photosynthetic Pigments & Plant/Algal Physiology
Beta-galactosidase,15,Animal & Human Cell Models
Tetrafluoroborate (BF4-),1,Inorganic Chemistry & Small Molecule Catalysis
Thiophene (C4H4S),1,Inorganic Chemistry & Small Molecule Catalysis
Pyruvate decarboxylase (PDC),27,Metabolic Engineering & Synthetic Biology
Hexokinase,22,Genetic Engineering Tools & Expression Systems
Acetic anhydride,7,Heterogeneous Catalysis & Materials
Cadaverine,27,Metabolic Engineering & Synthetic Biology
Cellobiohydrolase I (CBHI),0,Industrial Enzymes & Fungal Bioprocessing
Chlamydomonas reinhardtii (microalga),29,Photosynthetic Pigments & Plant/Algal Physiology
Acetoacetyl-CoA reductase,22,Genetic Engineering Tools & Expression Systems
16S rRNA sequence,11,Microbial & Algal Bioprocessing
Fluorene,23,Environmental Engineering & Waste Management
Isomaltulose,11,Microbial & Algal Bioprocessing
Isomerase,11,Microbial & Algal Bioprocessing
Heat shock protein 90 (HSP90),22,Genetic Engineering Tools & Expression Systems
Bacillus (bacterium),0,Industrial Enzymes & Fungal Bioprocessing
Ribose,22,Genetic Engineering Tools & Expression Systems
Aliphatic chain,7,Heterogeneous Catalysis & Materials
Structural gene,27,Metabolic Engineering & Synthetic Biology
Structural gene,22,Genetic Engineering Tools & Expression Systems
Microcystis,11,Microbial & Algal Bioprocessing
Myristic acid (C14:0),29,Photosynthetic Pigments & Plant/Algal Physiology
Photosynthesis,12,Microbial Genetics & Synthetic Biology
AMP-activated protein kinase (AMPK),3,Protein Structure & Cell Biology
Transcriptional repressor,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Predicted gene,3,Protein Structure & Cell Biology
Syringol,13,Industrial Chemistry & Chemical Engineering
Phosphatidylinositol (PI),27,Metabolic Engineering & Synthetic Biology
Viable cell,29,Photosynthetic Pigments & Plant/Algal Physiology
Triticum aestivum (wheat),11,Microbial & Algal Bioprocessing
Transketolase A (tktA),22,Genetic Engineering Tools & Expression Systems
Septin,6,Eukaryotic Cell Biology & Organelles
Intact cell,15,Animal & Human Cell Models
Ammonium nitrate (NH4NO3),23,Environmental Engineering & Waste Management
Silicate,13,Industrial Chemistry & Chemical Engineering
Coding region,2,Genomics & Genetic Engineering
Chinese hamster ovary cell (CHO cell),12,Microbial Genetics & Synthetic Biology
Burkholderia cepacia (bacterium),11,Microbial & Algal Bioprocessing
Sucrose,0,Industrial Enzymes & Fungal Bioprocessing
Palmitic acid (C16:0),11,Microbial & Algal Bioprocessing
Candida tropicalis,11,Microbial & Algal Bioprocessing
Target of rapamycin (TOR),6,Eukaryotic Cell Biology & Organelles
Aspergillus nidulans (fungus),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Aspergillus terreus,11,Microbial & Algal Bioprocessing
Ruminococcus flavefaciens (bacterium),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Rhodobacter (bacterium),27,Metabolic Engineering & Synthetic Biology
Hexadecane (C16H34),11,Microbial & Algal Bioprocessing
Xylotriose,0,Industrial Enzymes & Fungal Bioprocessing
Chlamydomonas cell,16,Marine & Algal Natural Products
Urease,11,Microbial & Algal Bioprocessing
Hydroxyapatite (Ca5(PO4)3OH),13,Industrial Chemistry & Chemical Engineering
Hydroxyapatite (Ca5(PO4)3OH),7,Heterogeneous Catalysis & Materials
Phosphoenolpyruvate carboxykinase (PEPCK),22,Genetic Engineering Tools & Expression Systems
Isoenzyme,12,Microbial Genetics & Synthetic Biology
Ammonium nitrogen,14,Agricultural Residues & Biomass Valorization
NADH/NAD+ ratio,27,Metabolic Engineering & Synthetic Biology
Glutamate synthase (GLTA),27,Metabolic Engineering & Synthetic Biology
Ubiquinone (Coenzyme Q),27,Metabolic Engineering & Synthetic Biology
Malic acid,11,Microbial & Algal Bioprocessing
Start codon,24,Genetic Elements & Regulatory Sequences
Pine wood,14,Agricultural Residues & Biomass Valorization
AraC family regulator,24,Genetic Elements & Regulatory Sequences
LacI repressor protein,3,Protein Structure & Cell Biology
Tetracycline resistance gene (tetR),3,Protein Structure & Cell Biology
Sigma factor,2,Genomics & Genetic Engineering
Hydroxyalkanoic acid (HAA),7,Heterogeneous Catalysis & Materials
Inorganic nutrient,23,Environmental Engineering & Waste Management
Pyruvate formate lyase (PFL),27,Metabolic Engineering & Synthetic Biology
Fluoranthene,27,Metabolic Engineering & Synthetic Biology
Eucalyptus grandis (tree),14,Agricultural Residues & Biomass Valorization
Corn grain,17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Transaldolase 1 (TAL1),22,Genetic Engineering Tools & Expression Systems
Malate synthase,22,Genetic Engineering Tools & Expression Systems
Silver nanoparticle (Ag NP),13,Industrial Chemistry & Chemical Engineering
Acetyl-CoA synthase,27,Metabolic Engineering & Synthetic Biology
Isocitrate dehydrogenase (IDH),3,Protein Structure & Cell Biology
Endosymbiont,8,Photosynthesis & Light-Harvesting
Proteasome,6,Eukaryotic Cell Biology & Organelles
Acyl-CoA synthetase,19,Lipid Metabolism & Fatty Acid Synthesis
Fibroblast,15,Animal & Human Cell Models
Homodimer,3,Protein Structure & Cell Biology
Cyanothece (cyanobacterium),29,Photosynthetic Pigments & Plant/Algal Physiology
Candida antarctica lipase,11,Microbial & Algal Bioprocessing
Alcohol oxidase,27,Metabolic Engineering & Synthetic Biology
Parts per million by volume (ppmv),29,Photosynthetic Pigments & Plant/Algal Physiology
Novozymes (enzyme product),11,Microbial & Algal Bioprocessing
Thallus,16,Marine & Algal Natural Products
Acetyl-CoA synthetase (ACS),13,Industrial Chemistry & Chemical Engineering
Continuous stirred-tank reactor (CSTR),14,Agricultural Residues & Biomass Valorization
Recombinant Saccharomyces cerevisiae,22,Genetic Engineering Tools & Expression Systems
Acrylate,7,Heterogeneous Catalysis & Materials
Commodity product,10,Biorefinery Feedstocks & Biomass Processing
Aspergillus flavus,0,Industrial Enzymes & Fungal Bioprocessing
Chemical component,13,Industrial Chemistry & Chemical Engineering
Streptomycin,29,Photosynthetic Pigments & Plant/Algal Physiology
Brassica napus (rapeseed),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Cinnamyl alcohol dehydrogenase (CAD),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Cheese whey,14,Agricultural Residues & Biomass Valorization
Emission factor,17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Lipase gene,0,Industrial Enzymes & Fungal Bioprocessing
Cellobiohydrolase I (CBH1),22,Genetic Engineering Tools & Expression Systems
Cellobiohydrolase II (CBH2),22,Genetic Engineering Tools & Expression Systems
Beta-glucosidase 1 (BGL1),0,Industrial Enzymes & Fungal Bioprocessing
Sugar beet (Beta vulgaris),0,Industrial Enzymes & Fungal Bioprocessing
Citral,13,Industrial Chemistry & Chemical Engineering
Protospacer adjacent motif (PAM),29,Photosynthetic Pigments & Plant/Algal Physiology
Aldehyde dehydrogenase,27,Metabolic Engineering & Synthetic Biology
Arabitol,11,Microbial & Algal Bioprocessing
Phycocyanobilin,8,Photosynthesis & Light-Harvesting
Supercritical fluid (SCF),11,Microbial & Algal Bioprocessing
Polyketide synthase (PKS),27,Metabolic Engineering & Synthetic Biology
"Ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",8,Photosynthesis & Light-Harvesting
Tetramer,9,Metabolic Enzymes & Cofactors
Photosynthetic cell,12,Microbial Genetics & Synthetic Biology
Asymmetric unit,22,Genetic Engineering Tools & Expression Systems
Wild species,2,Genomics & Genetic Engineering
Alkyl hydroperoxide reductase (Ahp),14,Agricultural Residues & Biomass Valorization
Carboxymethyl cellulase (CMCase),0,Industrial Enzymes & Fungal Bioprocessing
Filter paper activity (FPA),0,Industrial Enzymes & Fungal Bioprocessing
Oxylipin,16,Marine & Algal Natural Products
Synechocystis cell,29,Photosynthetic Pigments & Plant/Algal Physiology
NADH-dependent enzyme,27,Metabolic Engineering & Synthetic Biology
NADPH-dependent,27,Metabolic Engineering & Synthetic Biology
Asparagine (Asn),22,Genetic Engineering Tools & Expression Systems
Jet-A (aviation fuel),23,Environmental Engineering & Waste Management
Natural enzyme,18,Biochemicals & Green Chemistry
Actin-depolymerizing factor (ADF),14,Agricultural Residues & Biomass Valorization
Acid detergent,14,Agricultural Residues & Biomass Valorization
Acid detergent lignin (ADL),14,Agricultural Residues & Biomass Valorization
Klebsormidium (alga),16,Marine & Algal Natural Products
Bcl-2-associated X protein (BAX),26,Cancer Biology & Human Disease Models
B-cell lymphoma 2 (BCL-2),26,Cancer Biology & Human Disease Models
Vascular endothelial growth factor (VEGF),26,Cancer Biology & Human Disease Models
Xylanolytic enzyme,11,Microbial & Algal Bioprocessing
Soil,23,Environmental Engineering & Waste Management
Lipoxygenase,29,Photosynthetic Pigments & Plant/Algal Physiology
Phytoene,4,Plant Cell Wall Enzymes & Carbohydrate Processing
CLC (chloride channel),23,Environmental Engineering & Waste Management
Short-chain compound,11,Microbial & Algal Bioprocessing
Short-chain compound,27,Metabolic Engineering & Synthetic Biology
Phenylacetic acid,27,Metabolic Engineering & Synthetic Biology
Photosynthetic protein,6,Eukaryotic Cell Biology & Organelles
GENOMES UNCOUPLED 1 (GUN1),6,Eukaryotic Cell Biology & Organelles
Actinobacillus succinogenes,11,Microbial & Algal Bioprocessing
Amino nitrogen,0,Industrial Enzymes & Fungal Bioprocessing
Pre-exponential factor,23,Environmental Engineering & Waste Management
Bacillus pumilus,11,Microbial & Algal Bioprocessing
Extracellular metabolite,11,Microbial & Algal Bioprocessing
Aluminosilicate,13,Industrial Chemistry & Chemical Engineering
p-Nitrophenyl,0,Industrial Enzymes & Fungal Bioprocessing
Dihydrofolate reductase (DHFR),6,Eukaryotic Cell Biology & Organelles
Fructose-6-phosphate,22,Genetic Engineering Tools & Expression Systems
Glucose-6-phosphate,27,Metabolic Engineering & Synthetic Biology
Glucose-6-phosphate,22,Genetic Engineering Tools & Expression Systems
Glucose-6-phosphate isomerase (GPI),27,Metabolic Engineering & Synthetic Biology
Isocitrate,22,Genetic Engineering Tools & Expression Systems
Monoglyceride,13,Industrial Chemistry & Chemical Engineering
Aromatic residue,2,Genomics & Genetic Engineering
Nickel particle,13,Industrial Chemistry & Chemical Engineering
Chemical vapor,7,Heterogeneous Catalysis & Materials
Steel,23,Environmental Engineering & Waste Management
Thymidine phosphorylase (TP),14,Agricultural Residues & Biomass Valorization
Birch wood,0,Industrial Enzymes & Fungal Bioprocessing
Resting cell,27,Metabolic Engineering & Synthetic Biology
Cis-regulatory element,2,Genomics & Genetic Engineering
Pichia kudriavzevii (yeast),11,Microbial & Algal Bioprocessing
Thioesterase,27,Metabolic Engineering & Synthetic Biology
C-terminal region,24,Genetic Elements & Regulatory Sequences
Endoxylanase,0,Industrial Enzymes & Fungal Bioprocessing
Isoeugenol,7,Heterogeneous Catalysis & Materials
DNA-DNA hybridization,25,Microbial Community Analysis & Metagenomics
Propanoic acid,1,Inorganic Chemistry & Small Molecule Catalysis
Propanoic acid,13,Industrial Chemistry & Chemical Engineering
Pyruvic acid,18,Biochemicals & Green Chemistry
DNase I (deoxyribonuclease I),24,Genetic Elements & Regulatory Sequences
Magnesium chloride (MgCl2),15,Animal & Human Cell Models
Chromosomal DNA,22,Genetic Engineering Tools & Expression Systems
Cysteine residue,22,Genetic Engineering Tools & Expression Systems
Glutathione S-transferase (GST),24,Genetic Elements & Regulatory Sequences
Potassium phosphate (K3PO4),15,Animal & Human Cell Models
Escherichia coli BL21 (bacterium),22,Genetic Engineering Tools & Expression Systems
Glucoamylase,11,Microbial & Algal Bioprocessing
Itaconic acid (Itaconate),18,Biochemicals & Green Chemistry
Wild type cell,16,Marine & Algal Natural Products
FtsZ protein,6,Eukaryotic Cell Biology & Organelles
Interleukin-6 (IL-6),26,Cancer Biology & Human Disease Models
Plant protein,16,Marine & Algal Natural Products
4Fe-4S cluster,9,Metabolic Enzymes & Cofactors
S-adenosylmethionine (SAM),9,Metabolic Enzymes & Cofactors
S-adenosyl methionine (SAM),9,Metabolic Enzymes & Cofactors
Adenosine,11,Microbial & Algal Bioprocessing
Cannabidiol (CBD),10,Biorefinery Feedstocks & Biomass Processing
Aerosol,17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Protein chain,21,Protein Complexes & Molecular Interactions
Target of rapamycin complex 1 (TORC1),6,Eukaryotic Cell Biology & Organelles
Oleyl alcohol,11,Microbial & Algal Bioprocessing
Enoyl-acyl carrier protein reductase (FabH),27,Metabolic Engineering & Synthetic Biology
YAP1 transcription factor,6,Eukaryotic Cell Biology & Organelles
Geraniol (C10H18O),27,Metabolic Engineering & Synthetic Biology
Euglena,16,Marine & Algal Natural Products
Viscozyme L (enzyme),0,Industrial Enzymes & Fungal Bioprocessing
Galdieria sulphuraria (red alga),11,Microbial & Algal Bioprocessing
Cellulase 5A (Cel5A),0,Industrial Enzymes & Fungal Bioprocessing
Amyloglucosidase,0,Industrial Enzymes & Fungal Bioprocessing
Beta-mannanase,0,Industrial Enzymes & Fungal Bioprocessing
Heat exchanger,20,"Engineering, Vehicles & Process Equipment"
Cyclohexanone monooxygenase (CHMO),7,Heterogeneous Catalysis & Materials
D1 protein (PsbA),29,Photosynthetic Pigments & Plant/Algal Physiology
Cellulose acetate,7,Heterogeneous Catalysis & Materials
Digalactosyldiacylglycerol (DGDG),19,Lipid Metabolism & Fatty Acid Synthesis
Molasses,0,Industrial Enzymes & Fungal Bioprocessing
Alpha-cellulose,13,Industrial Chemistry & Chemical Engineering
Alkaline protease,0,Industrial Enzymes & Fungal Bioprocessing
Redox enzyme,11,Microbial & Algal Bioprocessing
Azotobacter (bacterium),11,Microbial & Algal Bioprocessing
Dunaliella salina (microalga),15,Animal & Human Cell Models
Phenylmethylsulfonyl fluoride (PMSF),0,Industrial Enzymes & Fungal Bioprocessing
Sodium acetate (CH3COONa),11,Microbial & Algal Bioprocessing
Neochloris oleoabundans (microalga),14,Agricultural Residues & Biomass Valorization
Mitochondrial membrane,15,Animal & Human Cell Models
Matrix metalloproteinase (MMP),13,Industrial Chemistry & Chemical Engineering
Oxygen-evolving complex (OEC),8,Photosynthesis & Light-Harvesting
Exon,2,Genomics & Genetic Engineering
Micrococcus luteus (bacterium),11,Microbial & Algal Bioprocessing
Soluble starch,22,Genetic Engineering Tools & Expression Systems
Alkaline phosphatase,11,Microbial & Algal Bioprocessing
Methyl palmitate,13,Industrial Chemistry & Chemical Engineering
Formic acid (FPA),0,Industrial Enzymes & Fungal Bioprocessing
Alcohol oxidase 1 (AOX1),27,Metabolic Engineering & Synthetic Biology
Actinomycete,11,Microbial & Algal Bioprocessing
Azotobacter vinelandii (bacterium),27,Metabolic Engineering & Synthetic Biology
Debaryomyces hansenii (yeast),11,Microbial & Algal Bioprocessing
Application (APP),1,Inorganic Chemistry & Small Molecule Catalysis
Carbon disulfide (CS2),1,Inorganic Chemistry & Small Molecule Catalysis
Lipozyme,11,Microbial & Algal Bioprocessing
Cellulose synthase-like (CSL),11,Microbial & Algal Bioprocessing
Escherichia coli BL21,0,Industrial Enzymes & Fungal Bioprocessing
Glycerol-3-phosphate dehydrogenase 2 (GPD2),22,Genetic Engineering Tools & Expression Systems
Trichoderma harzianum,11,Microbial & Algal Bioprocessing
T7 promoter,22,Genetic Engineering Tools & Expression Systems
Filter paper unit (FPU),0,Industrial Enzymes & Fungal Bioprocessing
Chemical additive,13,Industrial Chemistry & Chemical Engineering
Chemical additive,14,Agricultural Residues & Biomass Valorization
Chemical additive,23,Environmental Engineering & Waste Management
Enzyme active site,11,Microbial & Algal Bioprocessing
Glucose-6-phosphate dehydrogenase (G6PDH),22,Genetic Engineering Tools & Expression Systems
GC content,25,Microbial Community Analysis & Metagenomics
Lactulose,11,Microbial & Algal Bioprocessing
Xylulokinase 1 (XKS1),22,Genetic Engineering Tools & Expression Systems
Mutant enzyme,22,Genetic Engineering Tools & Expression Systems
Xylanase A (xylA),22,Genetic Engineering Tools & Expression Systems
Thermotoga maritima,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Scytonemin,16,Marine & Algal Natural Products
Nematode,12,Microbial Genetics & Synthetic Biology
6-Phosphogluconate dehydrogenase,27,Metabolic Engineering & Synthetic Biology
Candida parapsilosis (yeast),11,Microbial & Algal Bioprocessing
Supercritical carbon dioxide (scCO2),13,Industrial Chemistry & Chemical Engineering
Humic acid,13,Industrial Chemistry & Chemical Engineering
Scenedesmus (microalga),14,Agricultural Residues & Biomass Valorization
Brunauer–Emmett–Teller surface area (BET surface area),13,Industrial Chemistry & Chemical Engineering
Glycoside hydrolase family,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Swine manure,14,Agricultural Residues & Biomass Valorization
n-Dodecane (C12H26),13,Industrial Chemistry & Chemical Engineering
Bituminous coal,23,Environmental Engineering & Waste Management
Syringaldehyde,11,Microbial & Algal Bioprocessing
Phytoene desaturase (PDS),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Carbon chain length,1,Inorganic Chemistry & Small Molecule Catalysis
SBA-15 (mesoporous silica),13,Industrial Chemistry & Chemical Engineering
Tryptophan hydroxylase (TPH),23,Environmental Engineering & Waste Management
Zygote,6,Eukaryotic Cell Biology & Organelles
Sodium lauryl sulfate (SLS),29,Photosynthetic Pigments & Plant/Algal Physiology
Saccharomyces pastorianus (yeast),27,Metabolic Engineering & Synthetic Biology
Extractant,7,Heterogeneous Catalysis & Materials
Beta-glucosidase (BGL),0,Industrial Enzymes & Fungal Bioprocessing
Ustilago maydis (fungus),11,Microbial & Algal Bioprocessing
Methyl acetate,13,Industrial Chemistry & Chemical Engineering
Pentosan,11,Microbial & Algal Bioprocessing
Mineral diesel,23,Environmental Engineering & Waste Management
Palmitoleic acid (C16:1),29,Photosynthetic Pigments & Plant/Algal Physiology
Inorganic species,14,Agricultural Residues & Biomass Valorization
Transaminase,11,Microbial & Algal Bioprocessing
Calcite (CaCO3),23,Environmental Engineering & Waste Management
Sugar mill,10,Biorefinery Feedstocks & Biomass Processing
Nucleotide polymorphism,2,Genomics & Genetic Engineering
TATA-binding protein (TBP),22,Genetic Engineering Tools & Expression Systems
Mineral element,23,Environmental Engineering & Waste Management
Cocoa (Theobroma cacao),10,Biorefinery Feedstocks & Biomass Processing
Homoserine lactone (HSL),15,Animal & Human Cell Models
Citric acid,13,Industrial Chemistry & Chemical Engineering
Starch synthase,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Pyrophosphate,27,Metabolic Engineering & Synthetic Biology
Gene cassette,12,Microbial Genetics & Synthetic Biology
Glycerol dehydratase,27,Metabolic Engineering & Synthetic Biology
Pyrogallol,11,Microbial & Algal Bioprocessing
Salix (willow),23,Environmental Engineering & Waste Management
Cobalt(II) chloride (CoCl2),5,Electrocatalysis & CO2 Conversion
Cellobiase,0,Industrial Enzymes & Fungal Bioprocessing
Synechococcus elongatus PCC (cyanobacterium),27,Metabolic Engineering & Synthetic Biology
Natural deep eutectic solvent (NADES),13,Industrial Chemistry & Chemical Engineering
Glycoprotein,16,Marine & Algal Natural Products
Plant hormone,2,Genomics & Genetic Engineering
Unigene,2,Genomics & Genetic Engineering
Inner membrane,11,Microbial & Algal Bioprocessing
Inner membrane,6,Eukaryotic Cell Biology & Organelles
Potassium nitrate (KNO3),11,Microbial & Algal Bioprocessing
Ribulose monophosphate,27,Metabolic Engineering & Synthetic Biology
Sucrose synthase,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Putative gene,27,Metabolic Engineering & Synthetic Biology
Aldehyde oxidase,28,Cytochrome P450 & Redox Enzymes
Galactose oxidase,7,Heterogeneous Catalysis & Materials
18S rRNA gene,16,Marine & Algal Natural Products
Threonine (L-Thr),27,Metabolic Engineering & Synthetic Biology
Glycolic acid,13,Industrial Chemistry & Chemical Engineering
Glycolic acid,7,Heterogeneous Catalysis & Materials
O2/CO2 ratio,23,Environmental Engineering & Waste Management
Hydroxybutyrate dehydrogenase (HBD),11,Microbial & Algal Bioprocessing
Sodium salt,13,Industrial Chemistry & Chemical Engineering
Sodium salt,7,Heterogeneous Catalysis & Materials
Aldehyde dehydrogenase (ALDH),27,Metabolic Engineering & Synthetic Biology
Leucine (L-Leu),27,Metabolic Engineering & Synthetic Biology
Antarctica,11,Microbial & Algal Bioprocessing
Agricultural waste,14,Agricultural Residues & Biomass Valorization
Glycerol kinase (GLPK),24,Genetic Elements & Regulatory Sequences
Glycerol kinase,22,Genetic Engineering Tools & Expression Systems
Dipicolinic acid (DPA),29,Photosynthetic Pigments & Plant/Algal Physiology
Caldicellulosiruptor bescii (bacterium),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Fourier-transform infrared spectroscopy (FT-IR),13,Industrial Chemistry & Chemical Engineering
Iron(II) sulfate (FeSO4),13,Industrial Chemistry & Chemical Engineering
Echinenone,16,Marine & Algal Natural Products
Anhydride,7,Heterogeneous Catalysis & Materials
Chlorella vulgaris (microalga),14,Agricultural Residues & Biomass Valorization
Phosphoglycerate kinase (PGK),22,Genetic Engineering Tools & Expression Systems
Avicelase,0,Industrial Enzymes & Fungal Bioprocessing
Lignocellulose-degrading enzyme,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Waste cooking oil (WCO),13,Industrial Chemistry & Chemical Engineering
Congo red,0,Industrial Enzymes & Fungal Bioprocessing
Glycoside hydrolase family 11 (GH11),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Glycoside hydrolase family 30 (GH30),4,Plant Cell Wall Enzymes & Carbohydrate Processing
Glycoside hydrolase,4,Plant Cell Wall Enzymes & Carbohydrate Processing
Sodium nitrate (NaNO3),11,Microbial & Algal Bioprocessing
Guanosine diphosphate (GDP),17,"Renewable Fuels, Policy & Emissions (SAF, RFS, etc.)"
Distillate,23,Environmental Engineering & Waste Management
Anaplerotic reaction,27,Metabolic Engineering & Synthetic Biology
Methyl ether,7,Heterogeneous Catalysis & Materials
Phosphoglucose isomerase (PGI),27,Metabolic Engineering & Synthetic Biology
Oil palm,14,Agricultural Residues & Biomass Valorization
Sugarcane genome,2,Genomics & Genetic Engineering
Mercury(II) ion (Hg2+),0,Industrial Enzymes & Fungal Bioprocessing
Ferulic acid esterase,11,Microbial & Algal Bioprocessing
1-Deoxy-D-xylulose-5-phosphate synthase (DXS),27,Metabolic Engineering & Synthetic Biology
Nicotiana benthamiana (plant),4,Plant Cell Wall Enzymes & Carbohydrate Processing
ATPase,22,Genetic Engineering Tools & Expression Systems
Acetolactate synthase (ALS),27,Metabolic Engineering & Synthetic Biology
Talaromyces (fungus),0,Industrial Enzymes & Fungal Bioprocessing
Internal transcribed spacer (ITS),0,Industrial Enzymes & Fungal Bioprocessing
Single-stranded DNA-binding protein (SSB),14,Agricultural Residues & Biomass Valorization
Glyceraldehyde-3-phosphate (G3P),27,Metabolic Engineering & Synthetic Biology
Rhizopus oryzae (fungus),11,Microbial & Algal Bioprocessing
Rhizopus oryzae,11,Microbial & Algal Bioprocessing
Glycine (Gly),13,Industrial Chemistry & Chemical Engineering
Membrane surface,11,Microbial & Algal Bioprocessing
Wine,11,Microbial & Algal Bioprocessing
Glycidol,7,Heterogeneous Catalysis & Materials
Thermomyces lanuginosus,11,Microbial & Algal Bioprocessing
Fusarium (fungus),0,Industrial Enzymes & Fungal Bioprocessing
